Created-At;From-User;From-User-Id;To-User;To-User-Id;Language;Source;Text;Geo-Location-Latitude;Geo-Location-Longitude;Retweet-Count;Id
2021-03-04 12:33:51;Antonio Lacasa;101005639;;-1;es;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"El día 10 participaré en la presentación del informe cualitativo ""Los esports en España: Presente y futuro"" realizado por la @RealMadridUE de la @UEuropea en la que @GEsportsSummit ha colaborado
???? Miércoles 10 de marzo
??? 18:00 Hs
 https://t.co/FXkW8tVmQ1";;;7,0;1367438133814509575
2021-03-01 10:03:57;Laura Monclus Rincon;2895191181;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";RT @emmacelope: El próximo jueves 4 de marzo a las 17:30 tendrá lugar una conferencia ofrecida por @ellasvuelanalto  para los estudiantes d…;;;7,0;1366313246274310144
2021-02-28 15:30:26;Walter Maes;168272647;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";RT @emmacelope: El próximo jueves 4 de marzo a las 17:30 tendrá lugar una conferencia ofrecida por @ellasvuelanalto  para los estudiantes d…;;;7,0;1366033019388252165
2021-02-28 14:44:39;Floren León ????;265404655;;-1;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";RT @emmacelope: El próximo jueves 4 de marzo a las 17:30 tendrá lugar una conferencia ofrecida por @ellasvuelanalto  para los estudiantes d…;;;7,0;1366021497299628033
2021-02-28 14:35:06;Teresa Busto;1048631148614750208;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";RT @emmacelope: El próximo jueves 4 de marzo a las 17:30 tendrá lugar una conferencia ofrecida por @ellasvuelanalto  para los estudiantes d…;;;7,0;1366019096068972546
2021-02-28 10:48:53;Daniel González;291030512;;-1;es;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";RT @emmacelope: El próximo jueves 4 de marzo a las 17:30 tendrá lugar una conferencia ofrecida por @ellasvuelanalto  para los estudiantes d…;;;7,0;1365962165035929603
2021-02-27 21:06:16;Bárbara Trincado;302261044;;-1;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";RT @emmacelope: El próximo jueves 4 de marzo a las 17:30 tendrá lugar una conferencia ofrecida por @ellasvuelanalto  para los estudiantes d…;;;7,0;1365755148551733248
2021-02-27 19:05:35;Ellasvuelanalto;905719502264037376;;-1;es;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";RT @emmacelope: El próximo jueves 4 de marzo a las 17:30 tendrá lugar una conferencia ofrecida por @ellasvuelanalto  para los estudiantes d…;;;7,0;1365724776807989252
2021-02-27 13:05:16;Emma C. Lope;1013175657310941185;;-1;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"El próximo jueves 4 de marzo a las 17:30 tendrá lugar una conferencia ofrecida por @ellasvuelanalto  para los estudiantes de la @UEuropea 

Una gran oportunidad para los estudiantes de contactar con mujeres de alto prestigio del sector.

Inscripción en https://t.co/8xYR92KJl7 https://t.co/hHQUYBY0VY";;;7,0;1365634098673442816
2021-02-28 11:04:07;Haciendo Historia;911685643608174592;;-1;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";RT @bmonte66: @DavidBotello4 @OtraHistoriaTM @ondamadrid @juanjoceballos @CSanchez_Risco @sariperli @GuilleGamboaMon @aariztoy @espeversity…;;;6,0;1365965998369759233
2021-02-28 10:41:44;Carmen Sánchez-Risco;410740547;;-1;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";RT @bmonte66: @DavidBotello4 @OtraHistoriaTM @ondamadrid @juanjoceballos @CSanchez_Risco @sariperli @GuilleGamboaMon @aariztoy @espeversity…;;;6,0;1365960367243993091
2021-02-28 10:39:05;Esperanza ??????;107779004;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";RT @bmonte66: @DavidBotello4 @OtraHistoriaTM @ondamadrid @juanjoceballos @CSanchez_Risco @sariperli @GuilleGamboaMon @aariztoy @espeversity…;;;6,0;1365959698697113602
2021-02-28 10:08:54;Esto es otra Historia TM;3021672539;;-1;es;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";RT @bmonte66: @DavidBotello4 @OtraHistoriaTM @ondamadrid @juanjoceballos @CSanchez_Risco @sariperli @GuilleGamboaMon @aariztoy @espeversity…;;;6,0;1365952104783896576
2021-02-28 10:08:22;Esther Sánchez;946758764;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";RT @bmonte66: @DavidBotello4 @OtraHistoriaTM @ondamadrid @juanjoceballos @CSanchez_Risco @sariperli @GuilleGamboaMon @aariztoy @espeversity…;;;6,0;1365951968997482500
2021-02-28 10:05:57;David Botello;551517133;;-1;es;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";RT @bmonte66: @DavidBotello4 @OtraHistoriaTM @ondamadrid @juanjoceballos @CSanchez_Risco @sariperli @GuilleGamboaMon @aariztoy @espeversity…;;;6,0;1365951362664660993
2021-02-28 09:56:19;begomon;302925882;DavidBotello4;551517133;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";@DavidBotello4 @OtraHistoriaTM @ondamadrid @juanjoceballos @CSanchez_Risco @sariperli @GuilleGamboaMon @aariztoy @espeversity @EdgarmjDirector @estesan1969 @UEuropea @HHistoriaTV Comando historia al ataque para hacernos vivir grandes aventuras!! Gracias.;;;6,0;1365948935886544896
2021-03-06 10:46:44;Rutinoterapia | Escuela de Pacientes Oncológicos;1092432730892263426;;-1;es;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"RT @ffpaciente: Conexión Paciente Oncológico @UEuropea @RespSocialUE @soriano @rutinoterapia  @_SEEO_ 
???¿¿En qué momento tenemos que propo…";;;5,0;1368135952833581060
2021-03-05 20:15:07;Nuria Domenech;2537713571;;-1;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"RT @ffpaciente: Conexión Paciente Oncológico @UEuropea @RespSocialUE @soriano @rutinoterapia  @_SEEO_ 
???¿¿En qué momento tenemos que propo…";;;5,0;1367916601257951233
2021-03-05 19:35:05;Beatriz Cuñado ??;562917861;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"RT @ffpaciente: Conexión Paciente Oncológico @UEuropea @RespSocialUE @soriano @rutinoterapia  @_SEEO_ 
???¿¿En qué momento tenemos que propo…";;;5,0;1367906528783708164
2021-03-05 17:47:36;Enfermería Oncológica;814766907006087172;;-1;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"RT @ffpaciente: Conexión Paciente Oncológico @UEuropea @RespSocialUE @soriano @rutinoterapia  @_SEEO_ 
???¿¿En qué momento tenemos que propo…";;;5,0;1367879479130025984
2021-03-05 16:51:18;Arantxa Sáez ??????+??+ ????????????????+??;347796969;;-1;es;"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";"RT @ffpaciente: Conexión Paciente Oncológico @UEuropea @RespSocialUE @soriano @rutinoterapia  @_SEEO_ 
???¿¿En qué momento tenemos que propo…";;;5,0;1367865309114294281
2021-03-05 16:30:00;#FFPaciente;3964381883;;-1;es;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"Conexión Paciente Oncológico @UEuropea @RespSocialUE @soriano @rutinoterapia  @_SEEO_ 
???¿¿En qué momento tenemos que proporcionar los cuidados??
???¿¿Cuál es la mejor manera de hacerlo??  La enfermera especialista en oncología @domenech_nuria 
https://t.co/XgVGF3OMke
#FFpaciente https://t.co/EbZIwN9x6S";;;5,0;1367859950970490880
2021-02-28 20:37:55;Pedro;822585503400792064;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"RT @DavidBotello4: ESTO ES OTRA HISTORIA DEL TEATRO EN MADRID
Rosa Gonzáles, estudiante de la @UEuropea, nos habla del teatro de denuncia s…";;;5,0;1366110401621086208
2021-02-27 16:17:57;Esto es otra Historia TM;3021672539;;-1;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"RT @DavidBotello4: ESTO ES OTRA HISTORIA DEL TEATRO EN MADRID
Rosa Gonzáles, estudiante de la @UEuropea, nos habla del teatro de denuncia s…";;;5,0;1365682590942953476
2021-02-27 16:11:09;Yolanda Rocha Moreno;167496092;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"RT @DavidBotello4: ESTO ES OTRA HISTORIA DEL TEATRO EN MADRID
Rosa Gonzáles, estudiante de la @UEuropea, nos habla del teatro de denuncia s…";;;5,0;1365680881042677765
2021-02-27 15:51:08;Esther Sánchez;946758764;;-1;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"RT @DavidBotello4: ESTO ES OTRA HISTORIA DEL TEATRO EN MADRID
Rosa Gonzáles, estudiante de la @UEuropea, nos habla del teatro de denuncia s…";;;5,0;1365675841053728779
2021-02-27 15:40:11;Haciendo Historia;911685643608174592;;-1;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"RT @DavidBotello4: ESTO ES OTRA HISTORIA DEL TEATRO EN MADRID
Rosa Gonzáles, estudiante de la @UEuropea, nos habla del teatro de denuncia s…";;;5,0;1365673086574592001
2021-02-27 13:54:23;David Botello;551517133;DavidBotello4;551517133;es;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"ESTO ES OTRA HISTORIA DEL TEATRO EN MADRID
Rosa Gonzáles, estudiante de la @UEuropea, nos habla del teatro de denuncia social de Buero Vallejo y de los problemas con la censura y con el público.
#ConcepciónArenal @OtraHistoriaTM @ondamadrid 
https://t.co/Mh4rQqTpfy
101.3 y 106 FM https://t.co/71aWiGMEMu";;;5,0;1365646459987783683
2021-03-04 22:52:35;gonzalo vdf;723932341064884228;;-1;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";RT @terapiamanualUE: Termina hoy un gran seminario de Educación Terapéutica en Dolor, con el profesor Juan Montaño y nuestro fantástico gru…;;;4,0;1367593843294543874
2021-03-04 22:29:26;Elu Sanchez Romero;1367059152;;-1;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";RT @terapiamanualUE: Termina hoy un gran seminario de Educación Terapéutica en Dolor, con el profesor Juan Montaño y nuestro fantástico gru…;;;4,0;1367588015321747457
2021-03-04 19:18:20;Sebastián Martín-Pérez;913788360233189376;;-1;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";RT @terapiamanualUE: Termina hoy un gran seminario de Educación Terapéutica en Dolor, con el profesor Juan Montaño y nuestro fantástico gru…;;;4,0;1367539924543672322
2021-03-04 19:08:37;Terapia Manual UE;3218183229;;-1;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"Termina hoy un gran seminario de Educación Terapéutica en Dolor, con el profesor Juan Montaño y nuestro fantástico grupo de Máster en Madrid @terapiamanualUE @UEuropea 

¡Nos vemos este finde en Canarias! @UECanarias 
#Educacion #Neurociencia #Dolor #Creciendo #Seguimos #Nonstop https://t.co/yWSAPU2M4T";;;4,0;1367537481189625862
2021-03-04 02:32:15;Rafael Alberto Muñoz;864592664;;-1;es;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";RT @ElPardo_Madrid: Premios Nacionales del #Deporte en #ElPardo: https://t.co/ZeqJwqGF8q @CasaReal @deportegob @Reginoherma @alejanvalverde…;;;4,0;1367286734912950275
2021-03-03 08:57:40;AV de El Pardo;1872146311;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";RT @ElPardo_Madrid: Premios Nacionales del #Deporte en #ElPardo: https://t.co/ZeqJwqGF8q @CasaReal @deportegob @Reginoherma @alejanvalverde…;;;4,0;1367021342156083200
2021-03-02 23:03:39;MariCarmen;485778035;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";RT @ElPardo_Madrid: Premios Nacionales del #Deporte en #ElPardo: https://t.co/ZeqJwqGF8q @CasaReal @deportegob @Reginoherma @alejanvalverde…;;;4,0;1366871853554368514
2021-03-02 23:03:17;ElPardo_Madrid;471449880;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";RT @ElPardo_Madrid: Premios Nacionales del #Deporte en #ElPardo: https://t.co/ZeqJwqGF8q @CasaReal @deportegob @Reginoherma @alejanvalverde…;;;4,0;1366871759484518400
2021-03-02 15:31:57;ElPardo_Madrid;471449880;;-1;es;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Premios Nacionales del #Deporte en #ElPardo: https://t.co/ZeqJwqGF8q @CasaReal @deportegob @Reginoherma @alejanvalverde @AnaCarrasco_22 @jpastranabox @SabrinaVegaGut2 @F_Sanitas @TeamRojas45 @ujaen @SeFutbolFem @realmadrid @UEuropea @Ayto_DonBenito @ConsejoCOLEF @jcnavarroworld https://t.co/niB2YTxlN1;;;4,0;1366758178919170060
2021-02-28 12:46:04;Haciendo Historia;911685643608174592;;-1;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";RT @AlbertoArcosWeb: @DavidBotello4 @OtraHistoriaTM @ondamadrid @juanjoceballos @CSanchez_Risco @sariperli @GuilleGamboaMon @aariztoy @espe…;;;4,0;1365991658253352961
2021-02-28 11:10:02;Yolanda Rocha Moreno;167496092;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"RT @DavidBotello4: Y ya estamos con Rosa Gonzáles, estudiante de la @UEuropea, que nos habla del teatro de Buero Vallejo.
#ConcepciónArenal…";;;4,0;1365967488534642693
2021-02-28 10:55:31;Antiguos Cafés de Madrid;497308097;;-1;es;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"RT @DavidBotello4: Y ya estamos con Rosa Gonzáles, estudiante de la @UEuropea, que nos habla del teatro de Buero Vallejo.
#ConcepciónArenal…";;;4,0;1365963835782406144
2021-02-28 10:45:55;Esto es otra Historia TM;3021672539;;-1;es;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"RT @DavidBotello4: Y ya estamos con Rosa Gonzáles, estudiante de la @UEuropea, que nos habla del teatro de Buero Vallejo.
#ConcepciónArenal…";;;4,0;1365961418583998464
2021-02-28 10:39:58;Esperanza ??????;107779004;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"RT @DavidBotello4: Y ya estamos con Rosa Gonzáles, estudiante de la @UEuropea, que nos habla del teatro de Buero Vallejo.
#ConcepciónArenal…";;;4,0;1365959924509999110
2021-02-28 10:34:38;David Botello;551517133;;-1;es;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"Y ya estamos con Rosa Gonzáles, estudiante de la @UEuropea, que nos habla del teatro de Buero Vallejo.
#ConcepciónArenal en @OtraHistoriaTM en @ondamadrid
Si lo escuchas en la web: https://t.co/Mh4rQqTpfy
Y si lo oyes en la radio: 101.3 y 106 FM https://t.co/tfGxjHwodc";;;4,0;1365958580004913152
2021-02-27 23:53:53;David Botello;551517133;;-1;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";RT @AlbertoArcosWeb: @DavidBotello4 @OtraHistoriaTM @ondamadrid @juanjoceballos @CSanchez_Risco @sariperli @GuilleGamboaMon @aariztoy @espe…;;;4,0;1365797331522707457
2021-02-27 23:53:45;Carmen Sánchez-Risco;410740547;;-1;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";RT @AlbertoArcosWeb: @DavidBotello4 @OtraHistoriaTM @ondamadrid @juanjoceballos @CSanchez_Risco @sariperli @GuilleGamboaMon @aariztoy @espe…;;;4,0;1365797298178031616
2021-02-27 23:00:27;Esther Sánchez;946758764;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";RT @AlbertoArcosWeb: @DavidBotello4 @OtraHistoriaTM @ondamadrid @juanjoceballos @CSanchez_Risco @sariperli @GuilleGamboaMon @aariztoy @espe…;;;4,0;1365783885196505090
2021-02-27 22:44:35;Alberto Arcos;192593369;DavidBotello4;551517133;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";@DavidBotello4 @OtraHistoriaTM @ondamadrid @juanjoceballos @CSanchez_Risco @sariperli @GuilleGamboaMon @aariztoy @espeversity @EdgarmjDirector @estesan1969 @UEuropea @HHistoriaTV #ConcepcionArenal familiar de una de las directoras de @TeatroGuirigai #MagdaGarciaArenal ??;;;4,0;1365779891011129345
2021-03-05 21:56:26;Reme;798394423;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"RT @ffpaciente: ??Atentos??Hoy recordamos Conexión Paciente Oncológico??@UEuropea @RespSocialUE @soriano 

????Debate a 3 en #YoutubeLive 

??P…";;;3,0;1367942098540969989
2021-03-05 16:27:35;Pedro Soriano ?? #FFPaciente;237839609;;-1;es;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"RT @ffpaciente: ??Atentos??Hoy recordamos Conexión Paciente Oncológico??@UEuropea @RespSocialUE @soriano 

????Debate a 3 en #YoutubeLive 

??P…";;;3,0;1367859341194321920
2021-03-05 14:30:48;Arantxa Sáez ??????+??+ ????????????????+??;347796969;;-1;es;"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";"RT @ffpaciente: ??Conexión Paciente, 3?? Opiniones 1?? Dirección ?? @UEuropea @RespSocialUE @soriano @rutinoterapia @_SEEO_

¿¿Cómo es la e…";;;3,0;1367829951815290881
2021-03-05 14:29:22;Tania NeuroNurse;909757117564903424;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"RT @ffpaciente: ??Conexión Paciente, 3?? Opiniones 1?? Dirección ?? @UEuropea @RespSocialUE @soriano @rutinoterapia @_SEEO_

¿¿Cómo es la e…";;;3,0;1367829591335833601
2021-03-05 12:50:28;Dory Rosado;1048213144777252864;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"RT @ffpaciente: ??Conexión Paciente, 3?? Opiniones 1?? Dirección ?? @UEuropea @RespSocialUE @soriano @rutinoterapia @_SEEO_

¿¿Cómo es la e…";;;3,0;1367804704256823296
2021-03-05 12:30:00;#FFPaciente;3964381883;;-1;es;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"??Conexión Paciente, 3?? Opiniones 1?? Dirección ?? @UEuropea @RespSocialUE @soriano @rutinoterapia @_SEEO_

¿¿Cómo es la espera de los resultados????... Ana Belén, paciente de cáncer de mama, nos lo cuenta en #ConexiónPaciente. 

??https://t.co/n3mGZAPy0d

#FFPaciente https://t.co/aEbp9YqEzy";;;3,0;1367799553303273474
2021-03-05 11:30:24;Beatriz Cuñado ??;562917861;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"RT @ffpaciente: ??Atentos??Hoy recordamos Conexión Paciente Oncológico??@UEuropea @RespSocialUE @soriano 

????Debate a 3 en #YoutubeLive 

??P…";;;3,0;1367784555697016832
2021-03-05 11:30:00;#FFPaciente;3964381883;;-1;es;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"??Atentos??Hoy recordamos Conexión Paciente Oncológico??@UEuropea @RespSocialUE @soriano 

????Debate a 3 en #YoutubeLive 

??Profesional-alumno-paciente charlan... ""Tres opiniones, una dirección""

??https://t.co/n3mGZAPy0d

#ConexionPaciente #FFPaciente #AnteTodoPersonas https://t.co/dX7fiR3BCd";;;3,0;1367784454161240065
2021-03-04 21:33:31;Reme;798394423;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"RT @soriano_p: ""Pensamiento crítico""  me está encantando este directo de la @UEuropea con el título ""¿Cómo protegerse de las fake news? Pau…";;;3,0;1367573944073670661
2021-03-04 14:32:14;Tania NeuroNurse;909757117564903424;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"RT @soriano_p: ""Pensamiento crítico""  me está encantando este directo de la @UEuropea con el título ""¿Cómo protegerse de las fake news? Pau…";;;3,0;1367467926257872899
2021-03-04 10:56:31;Beatriz Cuñado ??;562917861;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"RT @soriano_p: ""Pensamiento crítico""  me está encantando este directo de la @UEuropea con el título ""¿Cómo protegerse de las fake news? Pau…";;;3,0;1367413640748560384
2021-03-04 10:54:55;Pedro Soriano ?? #FFPaciente;237839609;;-1;es;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"""Pensamiento crítico""  me está encantando este directo de la @UEuropea con el título ""¿Cómo protegerse de las fake news? Pautas para informarse en la época de la posverdad""

https://t.co/p7aIULAMmc

¡Entra!";;;3,0;1367413234765082624
2021-02-28 16:18:29;Esther Sánchez;946758764;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";RT @AlbertoArcosWeb: @DavidBotello4 @OtraHistoriaTM @ondamadrid @juanjoceballos @CSanchez_Risco @sariperli @GuilleGamboaMon @aariztoy @espe…;;;3,0;1366045113575763973
2021-02-28 13:26:46;David Botello;551517133;;-1;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";RT @AlbertoArcosWeb: @DavidBotello4 @OtraHistoriaTM @ondamadrid @juanjoceballos @CSanchez_Risco @sariperli @GuilleGamboaMon @aariztoy @espe…;;;3,0;1366001901159002117
2021-02-28 12:46:05;Haciendo Historia;911685643608174592;;-1;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";RT @AlbertoArcosWeb: @DavidBotello4 @OtraHistoriaTM @ondamadrid @juanjoceballos @CSanchez_Risco @sariperli @GuilleGamboaMon @aariztoy @espe…;;;3,0;1365991660874776582
2021-02-28 12:36:01;Alberto Arcos;192593369;DavidBotello4;551517133;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";@DavidBotello4 @OtraHistoriaTM @ondamadrid @juanjoceballos @CSanchez_Risco @sariperli @GuilleGamboaMon @aariztoy @espeversity @EdgarmjDirector @estesan1969 @UEuropea @HHistoriaTV @TeatroGuirigai Su sangre y sus vivencias........??;;;3,0;1365989129117392898
2021-03-06 19:49:47;Anabel Learte;1016079560;;-1;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";RT @rocioglezsol: Nuevos proyectos para el curso 2021/22. Dirección MU Bioinformatica en la @UEuropea (oficial y online 100%). Enfoque inve…;;;2,0;1368272613768839168
2021-03-06 17:45:45;Eduardo Rafael Galue Mozo;823682948;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";RT @rocioglezsol: Nuevos proyectos para el curso 2021/22. Dirección MU Bioinformatica en la @UEuropea (oficial y online 100%). Enfoque inve…;;;2,0;1368241400177917956
2021-03-06 17:40:34;Rocio Gonzalez;215001102;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Nuevos proyectos para el curso 2021/22. Dirección MU Bioinformatica en la @UEuropea (oficial y online 100%). Enfoque investigacion clinica y acceso doctorado. Descuento importante esta semana #bioinformaticaclinica #healthdatascientist #medicinadeprecision https://t.co/Iu6CHtbZqp;;;2,0;1368240097871663114
2021-03-04 21:52:07;Rakel;540740563;;-1;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";RT @colegio_rcajal: En época de exámenes nada como una charla formativa online para nuestros alumnos de #2ºBach sobre la gestión del estrés…;;;2,0;1367578624883363855
